dataset_variant,method,model_name,split,n,empty_predictions,chrf_mean,rouge_l_mean,token_f1_mean,sacrebleu_corpus,chrf_corpus,bertscore_f1_mean
dataset_longest_answer,vlm_lora_by_image,final_adapter,valid,157,0,0.1411164985727006,0.0807304685028317,0.096671041356837,0.2111887213523522,11.168718252669253,0.626283007822219
dataset_longest_answer,vlm_lora_by_image,final_adapter,test,314,0,0.1678039977573195,0.0810575899360906,0.0922365068148344,0.2991811326043937,14.473979680171652,0.6193449206792625
dataset_longest_answer,vlm_zero_shot_by_image,Qwen/Qwen2.5-VL-3B-Instruct,valid,157,0,0.2198845976681264,0.08932896954620508,0.1252947704719573,0.7283112180855311,21.637008192605613,0.6468566887697597
dataset_longest_answer,vlm_zero_shot_by_image_rag_e5_small_longest,Qwen/Qwen2.5-VL-3B-Instruct,valid,157,0,0.21849350230344047,0.09089780809471179,0.12689706040086884,0.6578078779822876,22.97750631460364,0.6465843767876838
dataset_longest_answer,vlm_lora_by_image_rag_e5_small_longest,final_adapter,valid,157,0,0.11854956956198012,0.0554899867079191,0.04126546487418564,0.10834929934081741,10.257342094178233,0.564825756724473
dataset_longest_answer,vlm_zero_shot_by_image,Qwen/Qwen2.5-VL-3B-Instruct,test,314,0,0.21063487397857533,0.08316193533694798,0.1095252692137181,0.6235095917930592,21.97728415507211,0.6462503128750309
dataset_longest_answer,vlm_zero_shot_by_image_rag_e5_small_longest,Qwen/Qwen2.5-VL-3B-Instruct,test,314,0,0.20243123815721664,0.08311563745860077,0.10655216725385058,0.6088112110111155,21.2261258713915,0.6419136100893568
dataset_longest_answer,vlm_lora_by_image_rag_e5_small_longest,final_adapter,test,314,0,0.1205467362548307,0.04088948799197037,0.033314482751580825,0.07752159311378573,10.540765555819695,0.5602485314486133
